"","Year","Land_Ocean_Temp","CO2_Concentration","N2O_Concentration","CH4_Concentration","Year1","Entity","Population","GDP_PerCap","GDP_Rank","CO2_Share","CO2_Share_Rank","Year2","Entity1","CO2_Emissions","CO2_PerCap","CO2_PerCapRank","N2O_Emissions","N2O_PerCap","N2O_PerCapRank","Year3","Entity2","CH4_Emissions","CH4_PerCap","CH4_PerCapRank"
"5023","2000",14.33,369.55,316.14,1774.07,"2000","Romania",2213.7,1659.91,"Low",0.3809,"Less Than 0.5%","2000","Romania",9353.838176,4.22543170980711,"High",1178,0.532140759813886,"High","2000","Romania",2513.93,1.13562361656954,"High"
"5024","2001",14.47,371.14,316.89,1772.95,"2001","Romania",2198.9,1825.18,"Low",0.3933,"Less Than 0.5%","2001","Romania",9887.706345,4.49666030515258,"High",1067.888,0.485646459593433,"High","2001","Romania",2439.45,1.10939560689436,"High"
"5025","2002",14.52,373.28,317.47,1773.14,"2002","Romania",2185.3,2119.88,"Low",0.3889,"Less Than 0.5%","2002","Romania",9915.187822,4.53722043746854,"High",978.3259,0.447684940282799,"High","2002","Romania",2430.48,1.11219512195122,"High"
"5026","2003",14.54,375.8,318.21,1777.41,"2003","Romania",2172,2679.41,"Low",0.3855,"Less Than 0.5%","2003","Romania",10357.6693,4.76872435543278,"High",1018.288,0.468825046040516,"High","2003","Romania",2576.98,1.18645488029466,"High"
"5027","2004",14.48,377.52,318.93,1775.44,"2004","Romania",2157.8,3494.94,"Low",0.365,"Less Than 0.5%","2004","Romania",10287.44301,4.76756094633423,"High",1128.8216,0.523135415701177,"High","2004","Romania",2613.99,1.21141440355918,"High"
"5028","2005",14.57,379.8,319.6,1774.55,"2005","Romania",2141.7,4617.93,"High",0.3451,"Less Than 0.5%","2005","Romania",10096.66171,4.71432119811365,"High",1116.9424,0.521521408227109,"High","2005","Romania",2597.69,1.21291030489798,"High"
"5029","2006",14.54,381.9,320.37,1776.4,"2006","Romania",2123.4,5757.5,"High",0.3438,"Less Than 0.5%","2006","Romania",10413.05598,4.90395402656118,"High",1062.5715,0.500410426674202,"High","2006","Romania",2650.9,1.24842234152774,"High"
"5030","2007",14.52,383.79,321.14,1781.75,"2007","Romania",2103.4,8360.17,"High",0.3516,"Less Than 0.5%","2007","Romania",10855.96929,5.16115303318437,"High",1074.2368,0.510714462299135,"High","2007","Romania",2667.91,1.26837976609299,"High"
"5031","2008",14.44,385.6,322.11,1789.94,"2008","Romania",2083,10435.04,"High",0.3306,"Less Than 0.5%","2008","Romania",10536.53976,5.05834842054729,"High",1059.2886,0.508539894383101,"High","2008","Romania",2683.23,1.28815650504081,"High"
"5032","2009",14.55,387.43,322.88,1793.63,"2009","Romania",2063.8,8548.12,"High",0.2766,"Less Than 0.5%","2009","Romania",8720.542253,4.22547836660529,"High",839.3436,0.406698129663727,"High","2009","Romania",2624.48,1.27167361178409,"High"
"5033","2010",14.62,389.9,323.7,1796.84,"2010","Romania",2047.2,8209.92,"High",0.2527,"Less Than 0.5%","2010","Romania",8355.125813,4.08124551240719,"High",880.8278,0.430259769441188,"High","2010","Romania",2611.6,1.27569363032435,"High"
"5034","2011",14.48,391.65,324.61,1803.42,"2011","Romania",2033.7,9105,"High",0.26,"Less Than 0.5%","2011","Romania",8934.321771,4.39313653488715,"High",830.575359880301,0.408406038196539,"High","2011","Romania",2597.6241953545,1.27728976513473,"High"
"5035","2012",14.54,393.85,325.58,1810.33,"2012","Romania",2022.7,8535.05,"High",0.2472,"Less Than 0.5%","2012","Romania",8632.092539,4.26760890838978,"High",821.807119760603,0.406292144045386,"High","2012","Romania",2570.77339070901,1.27096128477234,"High"
"5036","2013",14.57,396.52,326.53,1815.44,"2013","Romania",2013.3,9555.24,"High",0.2182,"Less Than 0.5%","2013","Romania",7682.919818,3.81608295733373,"High",NA,NA,NA,"2013","Romania",NA,NA,NA
"5037","2014",14.64,398.65,327.61,1824.4,"2014","Romania",2003.6,10026.97,"High",0.2173,"Less Than 0.5%","2014","Romania",7716.048722,3.85109239468956,"High",NA,NA,NA,"2014","Romania",NA,NA,NA
"5038","2015",14.83,400.83,328.51,1834.63,"2015","Romania",1992.5,8977.5,"High",0.2194,"Less Than 0.5%","2015","Romania",7778.822045,3.90405121455458,"High",NA,NA,NA,"2015","Romania",NA,NA,NA
"5039","2016",14.89,404.24,329.29,1842.4,"2016","Romania",1979.6,9567.1,"High",0.2104,"Less Than 0.5%","2016","Romania",7505.165747,3.79125366084057,"High",NA,NA,NA,"2016","Romania",NA,NA,NA
"5040","2017",14.81,406.55,NA,1849.63,"2017","Romania",1965.4,10807.68,"High",0.2213,"Less Than 0.5%","2017","Romania",7999.552475,4.07019053373359,"High",NA,NA,NA,"2017","Romania",NA,NA,NA
"5041","1959",13.98,315.97,NA,NA,"1959","Russia",11827.6,NA,NA,9.5091,"5% to 10%","1959","Russia",85478.75684,7.22705847678312,"Very High",NA,NA,NA,"1959","Russia",NA,NA,NA
"5042","1960",13.95,316.91,291.4,1262.97,"1960","Russia",11987.2,NA,NA,9.4573,"5% to 10%","1960","Russia",88998.2973,7.4244441821276,"Very High",NA,NA,NA,"1960","Russia",NA,NA,NA
"5043","1961",14,317.64,NA,NA,"1961","Russia",12140.4,NA,NA,9.7103,"5% to 10%","1961","Russia",91782.57593,7.56009488402359,"Very High",NA,NA,NA,"1961","Russia",NA,NA,NA
"5044","1962",14.01,318.45,NA,NA,"1962","Russia",12285.8,NA,NA,9.7916,"5% to 10%","1962","Russia",96331.79098,7.84090502694167,"Very High",NA,NA,NA,"1962","Russia",NA,NA,NA
"5045","1963",14.02,318.99,NA,NA,"1963","Russia",12421,NA,NA,9.9537,"5% to 10%","1963","Russia",103310.629,8.31741639159488,"Very High",NA,NA,NA,"1963","Russia",NA,NA,NA
"5046","1964",13.76,319.62,NA,NA,"1964","Russia",12543.1,NA,NA,10.0163,"More Than 10%","1964","Russia",109872.2364,8.7595758943164,"Very High",NA,NA,NA,"1964","Russia",NA,NA,NA
"5047","1965",13.83,320.04,292.9,1328.47,"1965","Russia",12650.4,NA,NA,10.1652,"More Than 10%","1965","Russia",116555.8338,9.21360856573705,"Very High",NA,NA,NA,"1965","Russia",NA,NA,NA
"5048","1966",13.89,321.38,NA,NA,"1966","Russia",12741.7,NA,NA,10.2189,"More Than 10%","1966","Russia",123091.749,9.66054364802185,"Very High",NA,NA,NA,"1966","Russia",NA,NA,NA
"5049","1967",13.9,322.16,NA,NA,"1967","Russia",12818.7,NA,NA,10.3542,"More Than 10%","1967","Russia",128712.5543,10.0409990326632,"Very High",NA,NA,NA,"1967","Russia",NA,NA,NA
"5050","1968",13.87,323.04,NA,NA,"1968","Russia",12886,NA,NA,10.1298,"More Than 10%","1968","Russia",132330.525,10.269325236691,"Very High",NA,NA,NA,"1968","Russia",NA,NA,NA
"5051","1969",14.01,324.62,NA,NA,"1969","Russia",12949.8,NA,NA,9.9531,"5% to 10%","1969","Russia",137815.0152,10.6422504749108,"Very High",NA,NA,NA,"1969","Russia",NA,NA,NA
"5052","1970",13.96,325.68,294.9,1403.19,"1970","Russia",13014.9,NA,NA,9.7642,"5% to 10%","1970","Russia",144957.062,11.1377776241078,"Very High",12530.138,0.962753305826399,"High","1970","Russia",33849.6,2.60083442823226,"Very High"
"5053","1971",13.83,326.32,NA,NA,"1971","Russia",13083.1,NA,NA,9.9823,"5% to 10%","1971","Russia",153824.2126,11.7574743447654,"Very High",12783.439,0.977095566035573,"High","1971","Russia",34400.5,2.62938447309888,"Very High"
"5054","1972",13.94,327.45,NA,NA,"1972","Russia",13154,NA,NA,10.0999,"More Than 10%","1972","Russia",161841.4877,12.3035949292991,"Very High",15192.635,1.15498213471187,"Very High","1972","Russia",36673.5,2.78801125133039,"Very High"
"5055","1973",14.09,329.68,NA,NA,"1973","Russia",13227.6,NA,NA,9.9847,"5% to 10%","1973","Russia",168675.4299,12.7517788487708,"Very High",14300.641,1.08112136744383,"Very High","1973","Russia",36951.5,2.79351507454111,"Very High"
"5056","1974",13.84,330.18,NA,NA,"1974","Russia",13303.2,NA,NA,10.3463,"More Than 10%","1974","Russia",175097.1645,13.1620335332852,"Very High",14349.869,1.07867798725119,"Very High","1974","Russia",38030,2.8587106861507,"Very High"
"5057","1975",13.91,331.11,297.4,1483.57,"1975","Russia",13380.5,NA,NA,10.9387,"More Than 10%","1975","Russia",184050.0779,13.7550971862038,"Very High",14938.745,1.11645641044804,"Very High","1975","Russia",39511.9,2.95294645192631,"Very High"
"5058","1976",13.83,332.04,NA,NA,"1976","Russia",13459.6,NA,NA,10.7372,"More Than 10%","1976","Russia",191132.6084,14.2004672055633,"Very High",15525.513,1.1534899254064,"High","1976","Russia",41153.1,3.05752771256204,"Very High"
"5059","1977",14.11,333.83,NA,NA,"1977","Russia",13541.2992,NA,NA,10.7668,"More Than 10%","1977","Russia",197629.6765,14.5945875341119,"Very High",15559.21,1.14901899516407,"Very High","1977","Russia",42097.2,3.10880066810724,"Very High"
"5060","1978",14.02,335.4,298.82,1532.77,"1978","Russia",13626,NA,NA,11.0126,"More Than 10%","1978","Russia",204412.4917,15.0016506458242,"Very High",15482.268,1.13622985468956,"High","1978","Russia",43415.5,3.18622486423015,"Very High"
"5061","1979",14.13,336.84,300.04,1549.53,"1979","Russia",13713.9008,NA,NA,10.5185,"More Than 10%","1979","Russia",206100.9554,15.0286164677522,"Very High",15560.233,1.13463216825952,"High","1979","Russia",44676.4,3.25774560072653,"Very High"
"5062","1980",14.18,338.75,300.65,1566.28,"1980","Russia",13805.2992,NA,NA,11.0485,"More Than 10%","1980","Russia",214209.0695,15.5164380283768,"Very High",15845.03,1.14774984377014,"High","1980","Russia",46080.9,3.33791389323891,"Very High"
"5063","1981",14.22,340.11,301.23,1583.48,"1981","Russia",13899.4,NA,NA,11.1844,"More Than 10%","1981","Russia",210122.1296,15.1173525188138,"Very High",16111.413,1.15914449544585,"High","1981","Russia",47412.9,3.41114724376592,"Very High"
"5064","1982",14.09,341.45,303.56,1600.69,"1982","Russia",13995.5008,NA,NA,11.4947,"More Than 10%","1982","Russia",214077.9052,15.2961947028005,"Very High",16056.45,1.14725798165079,"High","1982","Russia",49241.1,3.51835212642051,"Very High"
"5065","1983",14.26,343.05,303.78,1617.89,"1983","Russia",14093.6,NA,NA,11.7043,"More Than 10%","1983","Russia",217108.9109,15.4047873431912,"Very High",16223.819,1.15114796787194,"High","1983","Russia",50482.1,3.58191661463359,"Very High"
"5066","1984",14.07,344.65,304.02,1635.09,"1984","Russia",14193.8,NA,NA,11.3977,"More Than 10%","1984","Russia",219028.9061,15.4313084656681,"Very High",16647.62,1.17287970804154,"Very High","1984","Russia",52556.1,3.70275049669574,"Very High"
"5067","1985",14.06,346.12,304.54,1652.29,"1985","Russia",14295.6992,NA,NA,11.9344,"More Than 10%","1985","Russia",236213.2078,16.5233756317424,"Very High",17049.566,1.19263603419971,"Very High","1985","Russia",54079.2,3.78289996476703,"Very High"
"5068","1986",14.14,347.42,305.37,1669.49,"1986","Russia",14399.5008,NA,NA,11.6109,"More Than 10%","1986","Russia",236814.9967,16.4460560118862,"Very High",17642.069,1.22518615367555,"Very High","1986","Russia",56239.1,3.90562845067518,"Very High"
"5069","1987",14.28,349.19,305.55,1680.66,"1987","Russia",14503.2992,NA,NA,11.8003,"More Than 10%","1987","Russia",246772.4484,17.0149181229054,"Very High",17765.542,1.2249310832669,"Very High","1987","Russia",57789.9,3.9846037238203,"Very High"
"5070","1988",14.29,351.57,306.49,1698.83,"1988","Russia",14601.2992,3777.24,"High",11.6935,"More Than 10%","1988","Russia",253528.7597,17.3634384329307,"Very High",17522.037,1.20003273407342,"Very High","1988","Russia",60012.8,4.11010001082643,"Very High"
"5071","1989",14.19,353.12,307.48,1710.52,"1989","Russia",14686.4,3428.76,"High",11.2019,"More Than 10%","1989","Russia",248171.7228,16.8980637051966,"Very High",16805.782,1.14430915677089,"Very High","1989","Russia",61159.7,4.16437656607474,"Very High"
"5072","1990",14.35,354.39,308.78,1709.33,"1990","Russia",14753.2,3485.11,"High",11.5915,"More Than 10%","1990","Russia",257121.0651,17.4281555933628,"Very High",16071.702,1.0893705772307,"Very High","1990","Russia",62488.3,4.2355760106282,"Very High"
"5073","1991",14.29,355.61,309.57,1729.07,"1991","Russia",14799.6,3485.06,"High",10.8654,"More Than 10%","1991","Russia",243703.8082,16.4669185788805,"Very High",14317.691,0.967437701018946,"Very High","1991","Russia",60146.1,4.06403551447336,"Very High"
"5074","1992",14.14,356.45,310,1731.05,"1992","Russia",14826.8992,3095.66,"High",8.9804,"5% to 10%","1992","Russia",199321.7628,13.4432533809901,"Very High",12756.903,0.860389136522895,"High","1992","Russia",57674.4,3.88984906567652,"Very High"
"5075","1993",14.18,357.1,310.25,1735.65,"1993","Russia",14837.4,2929.46,"High",8.5357,"5% to 10%","1993","Russia",189093.5002,12.7443824524512,"Very High",11955.026,0.805735910604284,"High","1993","Russia",55364.1,3.73138824861499,"Very High"
"5076","1994",14.24,358.83,310.98,1741.66,"1994","Russia",14834.8992,2663.39,"High",7.4095,"5% to 10%","1994","Russia",166963.7144,11.2547926446308,"Very High",9980.853,0.672795471370645,"High","1994","Russia",51449.6,3.46814624800417,"Very High"
"5077","1995",14.37,360.82,311.78,1747.1,"1995","Russia",14822.7008,2665.78,"Low",7.1293,"5% to 10%","1995","Russia",164026.3218,11.0658863059558,"Very High",8982.529,0.6059981322702,"High","1995","Russia",48564.4,3.2763529842011,"Very High"
"5078","1996",14.22,362.61,312.81,1749.86,"1996","Russia",14802.0992,2643.93,"Low",6.8314,"5% to 10%","1996","Russia",160694.9015,10.8562237915552,"Very High",12229.686,0.826212946877156,"High","1996","Russia",49052,3.3138542943963,"Very High"
"5079","1997",14.41,363.73,313.53,1753.94,"1997","Russia",14773,2737.57,"Low",6.2811,"5% to 10%","1997","Russia",150213.7425,10.1681271576525,"Very High",8946.879,0.605623705408516,"High","1997","Russia",45167.8,3.05745617003994,"Very High"
"5080","1998",14.55,366.7,314.2,1762.43,"1998","Russia",14736.0992,1834.86,"Low",6.1908,"5% to 10%","1998","Russia",148485.2223,10.0762909020048,"Very High",15558.466,1.0558062747026,"Very High","1998","Russia",49865.1,3.38387380019809,"Very High"
"5081","1999",14.34,368.38,315.15,1772.33,"1999","Russia",14691.6,1330.76,"Low",6.3224,"5% to 10%","1999","Russia",151298.4706,10.2982977075336,"Very High",9826.597,0.668858191075172,"High","1999","Russia",45538.2,3.09960793923058,"Very High"
"5082","2000",14.33,369.55,316.14,1774.07,"2000","Russia",14640.4992,1771.6,"Low",6.1063,"5% to 10%","2000","Russia",149961.6209,10.24293084897,"Very High",9300,0.635224241534059,"High","2000","Russia",46597,3.18274666481318,"Very High"
"5083","2001",14.47,371.14,316.89,1772.95,"2001","Russia",14583.1008,2100.36,"Low",6.1192,"5% to 10%","2001","Russia",153824.44,10.5481297914364,"Very High",9011.638,0.617950744741475,"High","2001","Russia",47019.4,3.22423883952033,"Very High"
"5084","2002",14.52,373.28,317.47,1773.14,"2002","Russia",14521.6,2377.54,"Low",5.9973,"5% to 10%","2002","Russia",152896.1747,10.5288793727964,"Very High",10880.566,0.749267711546937,"Very High","2002","Russia",48912.5,3.36825831864257,"Very High"
"5085","2003",14.54,375.8,318.21,1777.41,"2003","Russia",14461.1008,2975.13,"Low",5.8156,"5% to 10%","2003","Russia",156247.2351,10.8046570770048,"Very High",11944.145,0.825949916620455,"Very High","2003","Russia",50964.6,3.52425452977964,"Very High"
"5086","2004",14.48,377.52,318.93,1775.44,"2004","Russia",14408.0992,4102.37,"High",5.5729,"5% to 10%","2004","Russia",157086.4198,10.9026470195319,"Very High",7751.922,0.538025307321593,"High","2004","Russia",48682,3.3787940604962,"Very High"
"5087","2005",14.57,379.8,319.6,1774.55,"2005","Russia",14367.2,5323.47,"High",5.4304,"5% to 10%","2005","Russia",158866.2864,11.0575676819422,"Very High",7747.117,0.539222465059302,"High","2005","Russia",49448.3,3.44174926220836,"Very High"
"5088","2006",14.54,381.9,320.37,1776.4,"2006","Russia",14340.3008,6920.19,"High",5.4435,"5% to 10%","2006","Russia",164865.8734,11.4966816735113,"Very High",6500.204,0.45328226308893,"High","2006","Russia",49521.5,3.45330971021194,"Very High"
"5089","2007",14.52,383.79,321.14,1781.75,"2007","Russia",14326.6,9101.26,"High",5.3359,"5% to 10%","2007","Russia",164772.894,11.5011861851381,"Very High",6502.033,0.453843410160122,"High","2007","Russia",50401.3,3.51802241983443,"Very High"
"5090","2008",14.44,385.6,322.11,1789.94,"2008","Russia",14324.8992,11635.27,"High",5.2698,"5% to 10%","2008","Russia",167979.445,11.7263963016228,"Very High",6254.56,0.436621571480238,"High","2008","Russia",51155,3.5710547966718,"Very High"
"5091","2009",14.55,387.43,322.88,1793.63,"2009","Russia",14332.7008,8562.81,"High",4.9882,"1% to 5%","2009","Russia",157243.9009,10.9709888662435,"Very High",6481.077,0.452188117957503,"High","2009","Russia",50774.2,3.54254237973069,"Very High"
"5092","2010",14.62,389.9,323.7,1796.84,"2010","Russia",14347.9008,10675,"High",5.0128,"5% to 10%","2010","Russia",165756.0679,11.5526354837915,"Very High",6372.825,0.44416427802456,"High","2010","Russia",53354.6,3.71863457544953,"Very High"
"5093","2011",14.48,391.65,324.61,1803.42,"2011","Russia",14370.3008,14351.21,"High",4.9842,"1% to 5%","2011","Russia",171242.4769,11.9164156188018,"Very High",6446.1124875,0.448571855051218,"High","2011","Russia",53968.27905,3.75554275453997,"Very High"
"5094","2012",14.54,393.85,325.58,1810.33,"2012","Russia",14399.4,15434.57,"High",4.9431,"1% to 5%","2012","Russia",172609.95,11.9873015542314,"Very High",6519.399975,0.45275497416559,"High","2012","Russia",54581.8581,3.79056475269803,"Very High"
"5095","2013",14.57,396.52,326.53,1815.44,"2013","Russia",14432.4992,16007.09,"High",4.7319,"1% to 5%","2013","Russia",166598.8574,11.543313122096,"Very High",NA,NA,NA,"2013","Russia",NA,NA,NA
"5096","2014",14.64,398.65,327.61,1824.4,"2014","Russia",14466.4992,14100.73,"High",4.6953,"1% to 5%","2014","Russia",166711.0707,11.5239401319706,"Very High",NA,NA,NA,"2014","Russia",NA,NA,NA
"5097","2015",14.83,400.83,328.51,1834.63,"2015","Russia",14498.4992,9313.79,"High",4.7145,"1% to 5%","2015","Russia",167189.5079,11.5315044401285,"Very High",NA,NA,NA,"2015","Russia",NA,NA,NA
"5098","2016",14.89,404.24,329.29,1842.4,"2016","Russia",14527.5008,8745.38,"High",4.6757,"1% to 5%","2016","Russia",166806.9933,11.4821534410103,"Very High",NA,NA,NA,"2016","Russia",NA,NA,NA
"5099","2017",14.81,406.55,NA,1849.63,"2017","Russia",14553,10750.59,"High",4.6823,"1% to 5%","2017","Russia",169279.4839,11.6319304542019,"Very High",NA,NA,NA,"2017","Russia",NA,NA,NA
"5100","1955",13.77,314.71,290.1,1207.03,"1955","Saudi Arabia",355.8,NA,NA,0.0291,"Less Than 0.5%","1955","Saudi Arabia",211.4128,0.594189994378865,"Low",NA,NA,NA,"1955","Saudi Arabia",NA,NA,NA
"5101","1956",13.72,315.34,NA,NA,"1956","Saudi Arabia",365.4,NA,NA,0.0211,"Less Than 0.5%","1956","Saudi Arabia",163.048,0.446217843459223,"Low",NA,NA,NA,"1956","Saudi Arabia",NA,NA,NA
"5102","1957",13.97,315.34,NA,NA,"1957","Saudi Arabia",375.2,NA,NA,0.0264,"Less Than 0.5%","1957","Saudi Arabia",209.9472,0.559560767590618,"Low",NA,NA,NA,"1957","Saudi Arabia",NA,NA,NA
"5103","1958",14.03,315.34,NA,NA,"1958","Saudi Arabia",385.5,NA,NA,0.0409,"Less Than 0.5%","1958","Saudi Arabia",335.9888,0.871566277561608,"High",NA,NA,NA,"1958","Saudi Arabia",NA,NA,NA
"5104","1959",13.98,315.97,NA,NA,"1959","Saudi Arabia",396.6,NA,NA,0.0206,"Less Than 0.5%","1959","Saudi Arabia",185.368684,0.467394563792234,"Low",NA,NA,NA,"1959","Saudi Arabia",NA,NA,NA
"5105","1960",13.95,316.91,291.4,1262.97,"1960","Saudi Arabia",408.7,NA,NA,0.0284,"Less Than 0.5%","1960","Saudi Arabia",267.436341,0.654358553951554,"Low",NA,NA,NA,"1960","Saudi Arabia",NA,NA,NA
"5106","1961",14,317.64,NA,NA,"1961","Saudi Arabia",421.9,NA,NA,0.0378,"Less Than 0.5%","1961","Saudi Arabia",356.831998,0.845773875325907,"Low",NA,NA,NA,"1961","Saudi Arabia",NA,NA,NA
"5107","1962",14.01,318.45,NA,NA,"1962","Saudi Arabia",436.3,NA,NA,0.0635,"Less Than 0.5%","1962","Saudi Arabia",625.00411,1.432509993124,"High",NA,NA,NA,"1962","Saudi Arabia",NA,NA,NA
"5108","1963",14.02,318.99,NA,NA,"1963","Saudi Arabia",451.7,NA,NA,0.0669,"Less Than 0.5%","1963","Saudi Arabia",693.881367,1.53615533982732,"High",NA,NA,NA,"1963","Saudi Arabia",NA,NA,NA
"5109","1964",13.76,319.62,NA,NA,"1964","Saudi Arabia",467.7,NA,NA,0.0642,"Less Than 0.5%","1964","Saudi Arabia",704.116794,1.50548812059012,"High",NA,NA,NA,"1964","Saudi Arabia",NA,NA,NA
"5110","1965",13.83,320.04,292.9,1328.47,"1965","Saudi Arabia",484.4,NA,NA,0.0368,"Less Than 0.5%","1965","Saudi Arabia",421.625366,0.870407444260941,"Low",NA,NA,NA,"1965","Saudi Arabia",NA,NA,NA
"5111","1966",13.89,321.38,NA,NA,"1966","Saudi Arabia",501.5,NA,NA,0.0532,"Less Than 0.5%","1966","Saudi Arabia",640.732566,1.27763223529412,"Low",NA,NA,NA,"1966","Saudi Arabia",NA,NA,NA
"5112","1967",13.9,322.16,NA,NA,"1967","Saudi Arabia",519.5,NA,NA,0.205,"Less Than 0.5%","1967","Saudi Arabia",2548.54765,4.90577025986526,"High",NA,NA,NA,"1967","Saudi Arabia",NA,NA,NA
"5113","1968",13.87,323.04,NA,NA,"1968","Saudi Arabia",538.8,777.27,"High",0.2226,"Less Than 0.5%","1968","Saudi Arabia",2907.91176,5.39701514476615,"High",NA,NA,NA,"1968","Saudi Arabia",NA,NA,NA
